Row_Labels,Burglary,Total_crime
E01032574,35,282
E01032575,31,146
E01032576,21,61
E01032577,13,99
E01032579,19,266
E01032580,38,227
E01032581,28,170
E01032582,34,867
E01032583,20,230
E01032584,19,176
E01032623,10,39
E01032637,13,67
E01032638,5,35
E01032639,7,296
E01032640,6,99
E01032646,22,251
E01032719,25,141
E01032720,27,778
E01032722,44,391
E01032741,16,862
E01032742,13,233
E01032743,9,89
E01032744,18,331
E01032764,29,267
E01032765,11,90
E01032766,12,123
E01032767,15,136
E01032768,10,42
E01032769,23,142
E01032770,6,27
E01032771,10,462
E01032772,3,68
E01032773,4,28
E01032774,8,73
E01032775,5,17
E01032776,8,65
E01032777,10,81
E01032778,23,172
E01032779,3,16
E01032780,10,77
E01032781,6,58
E01032782,4,78
E01032783,6,62
E01032784,8,89
E01032785,11,63
E01032786,4,110
E01032787,16,178
E01032788,11,109
E01032789,3,22
E01032790,7,61
E01032803,12,65
E01032805,26,391
E01032834,4,66
E01033000,5,133
E01033030,2,305
E01033081,13,111
E01033082,11,124
E01033083,12,929
E01033084,31,320
E01033085,12,115
E01033086,2,70
E01033093,33,134
E01033098,6,60
E01033099,9,94
E01033100,17,120
E01033101,7,81
E01033132,7,110
E01033133,12,45
E01033135,8,53
E01033146,7,75
E01033148,19,99
E01033150,26,110
E01033151,12,119
E01033153,19,183
E01033207,29,395
E01033208,8,153
E01033320,16,114
E01033322,8,71
E01033324,24,131
E01033325,3,33
E01033327,48,1009
E01033341,22,227
E01033424,11,592
E01033455,20,263
E01033456,16,243
E01033457,25,213
E01033463,29,124
E01033464,36,157
E01033485,18,265
E01033486,10,105
E01033487,9,38
E01033488,12,147
E01033489,40,251
E01033490,49,337
E01033491,45,403
E01033492,9,65
E01033493,3,75
E01033494,16,106
E01033568,10,51
E01033569,13,154
E01033570,15,129
E01033571,15,97
E01033572,30,120
E01033573,12,162
E01033574,11,44
E01033575,11,70
E01033576,18,121
E01033577,27,118
E01033578,17,90
E01033579,9,89
E01033580,31,116
E01033581,21,245
E01033582,10,60
E01033583,40,961
E01033584,5,97
E01033585,42,332
E01033586,17,184
E01033587,22,483
E01033588,10,110
E01033589,17,582
E01033590,10,69
E01033591,34,300
E01033592,20,61
E01033593,11,159
E01033594,82,743
E01033595,251,6724
E01033596,67,2225
E01033597,3,45
E01033598,9,127
E01033599,1,61
E01033600,10,72
E01033601,9,126
E01033602,5,146
E01033603,21,130
E01033604,9,256
E01033605,31,180
E01033606,11,76
E01033607,19,150
E01033608,9,101
E01033698,5,50
E01033699,30,833
E01033700,20,388
E01033701,14,135
E01033702,3,65
E01033703,17,128
E01033704,41,496
E01033705,5,99
E01033706,54,1232
E01033707,22,194
E01033708,143,2439
E01033709,30,144
E01033710,9,80
E01033711,32,155
E01033712,42,423
E01033713,13,126
E01033724,79,325
E01033725,45,299
E01033726,44,301
E01033727,44,244
E01033728,20,101
E01033729,18,177
E01033730,17,201
E01033731,26,341
E01033732,4,29
E01033733,8,99
E01033734,2,69
E01033735,34,548
E01033736,2,37
E01033737,28,461
E01033738,10,245
E01033739,2,68
E01033740,12,93
E01033741,19,207
E01033742,5,57
E01033743,6,261
E01033744,12,87
E01033745,10,120
E01033746,20,82
