LSOAs,individual_household,All_households,percent_indi_house
E01001063,23.7,587,23.7
E01001064,21.7,613,21.7
E01001129,14.7,502,14.7
E01001133,40.6,726,40.6
E01001035,44.2,834,44.2
E01001043,35.2,1202,35.2
E01001045,51.5,953,51.5
E01001047,47.5,869,47.5
E01001170,44.2,989,44.2
E01001167,24.5,829,24.5
E01001169,30.7,651,30.7
E01001171,34.9,681,34.9
E01001172,26.9,616,26.9
E01001173,31.6,1089,31.6
E01001036,32.5,628,32.5
E01001037,29.5,624,29.5
E01001038,45.8,941,45.8
E01001039,24.9,583,24.9
E01001040,31.5,763,31.5
E01001051,28.9,581,28.9
E01001052,15.5,470,15.5
E01001054,19.2,594,19.2
E01001056,13.7,593,13.7
E01001057,14.1,637,14.1
E01001033,32.9,694,32.9
E01001034,32.6,660,32.6
E01001041,39.1,752,39.1
E01001095,26.4,584,26.4
E01001100,32,619,32
E01001053,19.5,527,19.5
E01001055,27.4,585,27.4
E01001077,21,523,21
E01001078,18.9,513,18.9
E01001082,17,560,17
E01001120,19.8,480,19.8
E01001122,17,507,17
E01001123,22.4,598,22.4
E01001124,20.4,609,20.4
E01001125,21.4,602,21.4
E01001058,22.5,521,22.5
E01001059,42.8,692,42.8
E01001060,31.5,657,31.5
E01001061,36.9,642,36.9
E01001065,45.5,672,45.5
E01001066,23.7,493,23.7
E01001119,22.9,576,22.9
E01001126,26.4,598,26.4
E01001032,17.9,520,17.9
E01001101,17.1,509,17.1
E01001102,31.4,605,31.4
E01001107,26.9,662,26.9
E01001108,15.9,628,15.9
E01001076,22,581,22
E01001079,22.1,639,22.1
E01001080,37.3,687,37.3
E01001081,22.3,506,22.3
E01001073,33.5,618,33.5
E01001092,25.5,588,25.5
E01001093,27.5,694,27.5
E01001096,12.5,530,12.5
E01001097,44.1,1059,44.1
E01001098,12.8,515,12.8
E01001028,15.5,528,15.5
E01001029,19.4,541,19.4
E01001030,13.2,462,13.2
E01001031,12.8,491,12.8
E01001094,17.1,521,17.1
E01001103,24.9,651,24.9
E01001105,23.7,632,23.7
E01001106,18.9,540,18.9
E01001121,16.4,501,16.4
E01001069,21.2,500,21.2
E01001070,22.9,659,22.9
E01001075,32.5,646,32.5
E01001099,23.5,586,23.5
E01001015,20.6,515,20.6
E01001016,24.2,665,24.2
E01001023,39,575,39
E01001067,12.8,578,12.8
E01001074,33.8,828,33.8
E01001068,24.7,784,24.7
E01001071,23.9,735,23.9
E01001072,16.3,533,16.3
E01001104,20.4,642,20.4
E01001017,22.4,642,22.4
E01001024,21.2,532,21.2
E01001025,20.9,489,20.9
E01001026,20.6,641,20.6
E01001027,16.7,534,16.7
E01001018,24.3,639,24.3
E01001019,24.8,593,24.8
E01001020,25,657,25
E01001021,35.8,590,35.8
E01001022,24.9,611,24.9
E01000990,30.7,538,30.7
E01001189,25.6,465,25.6
E01001190,29.4,616,29.4
E01001194,25.2,624,25.2
E01032569,21.4,660,21.4
E01001269,19.5,646,19.5
E01001271,20.6,593,20.6
E01001309,21.2,614,21.2
E01001310,27.5,663,27.5
E01001311,25.3,663,25.3
E01001307,20.5,633,20.5
E01001308,21.6,679,21.6
E01001312,18.8,590,18.8
E01001313,15.1,516,15.1
E01001314,17.4,506,17.4
E01001315,18.6,495,18.6
E01001316,30.8,620,30.8
E01001317,26.5,686,26.5
E01001318,29,677,29
E01001320,22.1,534,22.1
E01001321,26.4,758,26.4
E01001270,17.9,565,17.9
E01001319,16.9,490,16.9
E01001322,25.8,627,25.8
E01001323,29.8,684,29.8
E01001341,16.8,529,16.8
E01001342,23.8,638,23.8
E01001343,17.8,483,17.8
E01001345,17.2,501,17.2
E01001265,28.1,627,28.1
E01001266,15.2,578,15.2
E01001267,38,814,38
E01001272,21.2,542,21.2
E01001349,28,507,28
E01001344,30.7,880,30.7
E01001346,20.2,634,20.2
E01001347,21.2,518,21.2
E01001348,29.6,626,29.6
E01001257,30.8,659,30.8
E01001324,36,662,36
E01001326,33.2,674,33.2
E01001330,36.3,636,36.3
E01001332,30.1,579,30.1
E01001325,24.4,602,24.4
E01001327,28.8,600,28.8
E01001328,26.5,620,26.5
E01001329,24.7,631,24.7
E01001331,28.5,618,28.5
E01001258,28.7,634,28.7
E01001262,29.6,558,29.6
E01001263,32.6,647,32.6
E01001264,26.1,612,26.1
E01032743,26.7,818,26.7
E01032744,28.8,486,28.8
E01001276,29.6,651,29.6
E01001277,25.7,668,25.7
E01001278,32.1,801,32.1
E01001280,34,782,34
E01001218,29,692,29
E01001260,26.8,660,26.8
E01001261,26.8,758,26.8
E01001268,25.8,629,25.8
E01001209,24.4,647,24.4
E01001211,34.3,705,34.3
E01001279,23.6,564,23.6
E01001281,29,625,29
E01001217,14.5,455,14.5
E01001259,26.3,510,26.3
E01001291,14.3,495,14.3
E01001292,16.3,504,16.3
E01001293,18.4,478,18.4
E01001196,41.3,762,41.3
E01001238,36.7,1236,36.7
E01001239,27.5,553,27.5
E01001246,27,492,27
E01001247,19.9,674,19.9
E01001210,43.6,740,43.6
E01001282,34.3,627,34.3
E01001283,41.3,712,41.3
E01001285,23.1,562,23.1
E01001286,24.4,620,24.4
E01001287,20.7,483,20.7
E01001294,15.8,538,15.8
E01001295,14.2,521,14.2
E01001296,13.6,404,13.6
E01001297,16.2,495,16.2
E01001298,18.5,529,18.5
E01001204,22.2,585,22.2
E01001205,29.3,598,29.3
E01001206,24.4,582,24.4
E01001207,31.4,668,31.4
E01001208,22.5,498,22.5
E01001212,37.3,691,37.3
E01001222,39.7,1150,39.7
E01001224,20,570,20
E01001226,35.3,668,35.3
E01001227,28.6,602,28.6
E01001228,39,792,39
E01001221,43.7,952,43.7
E01001223,36.2,643,36.2
E01001225,39.3,807,39.3
E01001235,33.3,691,33.3
E01001236,39.8,741,39.8
E01001273,24.8,597,24.8
E01001274,24.1,585,24.1
E01001275,42.5,857,42.5
E01001195,21.2,598,21.2
E01001197,34,668,34
E01001198,33,584,33
E01001199,33.6,694,33.6
E01001284,18.4,538,18.4
E01001288,21.1,531,21.1
E01001289,20.8,476,20.8
E01001290,29.1,738,29.1
E01001213,17.1,503,17.1
E01001214,15.3,477,15.3
E01001215,26.8,552,26.8
E01001216,20.6,476,20.6
E01001361,15.9,460,15.9
E01001240,24.4,512,24.4
E01001241,25.6,503,25.6
E01001242,32.3,524,32.3
E01001243,35.6,649,35.6
E01001244,37.4,1099,37.4
E01001245,29.9,823,29.9
E01001200,31.1,586,31.1
E01001201,32.4,642,32.4
E01001202,36.2,871,36.2
E01001203,48.4,861,48.4
E01001351,39.3,811,39.3
E01001359,14.9,562,14.9
E01001360,13.1,505,13.1
E01001362,21.5,511,21.5
E01001363,14.6,471,14.6
E01001364,26.4,516,26.4
E01001365,15.9,590,15.9
E01001231,25.4,696,25.4
E01001234,38.8,640,38.8
E01001350,35.7,621,35.7
E01001352,29.1,571,29.1
E01001354,27.8,677,27.8
E01001249,37.6,1025,37.6
E01001250,46.1,983,46.1
E01001255,27.6,608,27.6
E01001383,24.5,662,24.5
E01001388,41.7,743,41.7
E01001389,36.6,726,36.6
E01001219,27.2,674,27.2
E01001220,19.7,471,19.7
E01001334,28.7,522,28.7
E01001337,27.9,452,27.9
E01001338,18.1,518,18.1
E01001339,19.5,568,19.5
E01001340,27.1,506,27.1
E01001251,28.7,659,28.7
E01001252,32,768,32
E01001253,30.4,670,30.4
E01001254,39.1,750,39.1
E01001229,26.6,597,26.6
E01001230,35.1,629,35.1
E01001232,28.8,612,28.8
E01001233,34.4,599,34.4
E01001237,33.1,652,33.1
E01001386,30.1,735,30.1
E01001303,22.6,624,22.6
E01001382,20.7,564,20.7
E01001384,31.5,677,31.5
E01001385,28.6,667,28.6
E01001387,41.2,713,41.2
E01001353,38.3,718,38.3
E01001355,39.1,760,39.1
E01001356,43,841,43
E01001357,29.8,426,29.8
E01001358,29,586,29
E01001375,28,706,28
E01001377,31.3,718,31.3
E01001379,29.1,709,29.1
E01001381,36.7,738,36.7
E01001248,25.6,581,25.6
E01001299,19.8,651,19.8
E01001305,21.9,634,21.9
E01001306,33.9,713,33.9
E01001366,15.3,543,15.3
E01001367,22.4,527,22.4
E01001368,11,456,11
E01001370,13.3,532,13.3
E01001371,15.2,594,15.2
E01001372,16.8,493,16.8
E01001373,17,412,17
E01001333,26.8,563,26.8
E01001335,23.9,524,23.9
E01001336,25,519,25
E01001369,17.1,525,17.1
E01001300,19.9,608,19.9
E01001301,34.4,707,34.4
E01001302,25.2,614,25.2
E01001304,34.8,705,34.8
E01001374,34.4,805,34.4
E01001376,40.8,743,40.8
E01001380,33.9,762,33.9
E01032572,40.9,758,40.9
E01001444,22.7,638,22.7
E01001446,30.1,714,30.1
E01001546,20.8,640,20.8
E01001552,24.4,659,24.4
E01001442,26.1,617,26.1
E01001545,26.2,665,26.2
E01001547,26.6,659,26.6
E01001548,25,676,25
E01001551,30.4,661,30.4
E01001445,33,980,33
E01001447,29.9,783,29.9
E01001448,24.7,655,24.7
E01001449,20.3,575,20.3
E01033148,20.6,661,20.6
E01033150,29.9,702,29.9
E01001408,31.3,731,31.3
E01001411,27.7,759,27.7
E01001412,21.6,677,21.6
E01001413,24.3,612,24.3
E01001414,37.7,687,37.7
E01001407,20.4,613,20.4
E01001409,37.3,806,37.3
E01001410,37.6,755,37.6
E01001516,22.4,648,22.4
E01001537,27.9,709,27.9
E01001439,28.4,790,28.4
E01001441,35.3,637,35.3
E01001517,28.9,696,28.9
E01001549,31.5,798,31.5
E01001550,18.2,570,18.2
E01001433,16.6,584,16.6
E01001434,23.4,551,23.4
E01001435,16.4,489,16.4
E01001436,19,653,19
E01001438,17.1,566,17.1
E01001469,25.3,633,25.3
E01001536,30.6,742,30.6
E01001540,34.3,794,34.3
E01001541,34.5,650,34.5
E01001542,35,678,35
E01001538,18.9,603,18.9
E01001539,26.6,657,26.6
E01001543,18.1,596,18.1
E01001544,24.3,610,24.3
E01001457,41.5,798,41.5
E01001468,34.5,524,34.5
E01001471,48.6,930,48.6
E01001472,36.1,771,36.1
E01001474,35.5,840,35.5
E01001415,35.2,677,35.2
E01001417,21,601,21
E01001418,32.9,703,32.9
E01001422,13.2,559,13.2
E01001440,27.1,597,27.1
E01001504,19.9,513,19.9
E01001505,22.2,567,22.2
E01001507,35,766,35
E01001508,28.4,718,28.4
E01001513,25.4,623,25.4
E01001416,16.7,598,16.7
E01001470,27.9,641,27.9
E01001473,17.6,547,17.6
E01001475,22,635,22
E01001437,33.7,990,33.7
E01001506,23.5,565,23.5
E01001509,32,688,32
E01001510,33.6,610,33.6
E01001405,44.4,862,44.4
E01001406,31,675,31
E01001450,41.3,924,41.3
E01001512,36.7,782,36.7
E01001515,30.6,755,30.6
E01001401,25.9,501,25.9
E01001478,21,544,21
E01001484,27.3,516,27.3
E01001511,22.4,648,22.4
E01001514,26.3,685,26.3
E01001518,25.9,684,25.9
E01001451,29,661,29
E01001452,17.4,488,17.4
E01001453,24.8,661,24.8
E01001454,28.6,660,28.6
E01001476,23.3,593,23.3
E01001477,21.1,607,21.1
E01001481,23.6,556,23.6
E01001502,25.7,599,25.7
E01001503,21.9,654,21.9
E01001520,28.1,673,28.1
E01001522,30.4,751,30.4
E01001523,32.5,738,32.5
E01001524,22.2,546,22.2
E01001526,27.5,639,27.5
E01001419,27.1,794,27.1
E01001420,24.6,569,24.6
E01001421,33.6,714,33.6
E01001519,36,1141,36
E01001525,29.7,723,29.7
E01001398,17.9,491,17.9
E01001399,16.8,499,16.8
E01001400,25,587,25
E01001402,25,691,25
E01001403,31.1,633,31.1
E01001455,26,581,26
E01001456,17.3,481,17.3
E01001564,28.2,646,28.2
E01001567,25.6,632,25.6
E01001568,14.9,538,14.9
E01001569,31.9,778,31.9
E01001479,31.8,639,31.8
E01001482,30,690,30
E01001487,31.5,723,31.5
E01001489,25.8,664,25.8
E01001491,27,722,27
E01001459,18.3,556,18.3
E01001460,32.6,660,32.6
E01001462,33.1,531,33.1
E01001480,31.1,588,31.1
E01001488,24.6,663,24.6
E01001483,52.2,609,52.2
E01001485,28.9,682,28.9
E01001486,29.5,818,29.5
E01001492,22.9,680,22.9
E01033146,27.5,593,27.5
E01033151,25.1,541,25.1
E01001404,20.8,525,20.8
E01001493,35.2,735,35.2
E01001494,17.1,510,17.1
E01001496,20.8,602,20.8
E01001570,33.4,751,33.4
E01001423,27.1,643,27.1
E01001425,32.8,737,32.8
E01001428,30,611,30
E01001461,38.2,707,38.2
E01001464,19.2,422,19.2
E01001521,26.8,698,26.8
E01001531,22.2,544,22.2
E01001532,26.6,687,26.6
E01001533,16.4,530,16.4
E01001535,18.2,505,18.2
E01001495,29.5,731,29.5
E01001498,24,746,24
E01001563,32.4,669,32.4
E01001565,35.7,709,35.7
E01001566,27.5,626,27.5
E01001424,33.1,496,33.1
E01001426,23.2,628,23.2
E01001427,29.7,683,29.7
E01001429,45.2,1134,45.2
E01001430,22.8,653,22.8
E01001463,16.8,513,16.8
E01001465,16.6,506,16.6
E01001466,22.4,620,22.4
E01001467,18.8,634,18.8
E01001497,22.8,531,22.8
E01001499,20.9,564,20.9
E01001392,23.8,665,23.8
E01001528,27.1,553,27.1
E01001529,34,635,34
E01001530,21,467,21
E01001534,21.4,588,21.4
E01001431,31.9,614,31.9
E01001432,26.7,700,26.7
E01001555,24,624,24
E01001557,20.7,546,20.7
E01001558,22.9,558,22.9
E01001559,26,743,26
E01001394,29.4,640,29.4
E01001395,26,620,26
E01001397,30.1,783,30.1
E01001500,22.7,554,22.7
E01001556,19.7,543,19.7
E01001560,16.7,516,16.7
E01001390,25.5,762,25.5
E01001391,34.6,687,34.6
E01001393,26.7,839,26.7
E01001396,23.5,511,23.5
E01001501,39.4,818,39.4
E01001527,30.5,645,30.5
E01001458,30.4,664,30.4
E01001553,18.5,530,18.5
E01001554,36.1,756,36.1
E01001562,38.4,711,38.4
E01032574,21.2,695,21.2
E01001690,44.1,845,44.1
E01001692,30.3,522,30.3
E01001693,33.3,610,33.3
E01001694,27.4,598,27.4
E01001687,38.2,511,38.2
E01001688,28.3,937,28.3
E01033739,27.3,571,27.3
E01033740,21.8,550,21.8
E01033741,19.9,559,19.9
E01033743,18.6,663,18.6
E01033745,17.6,591,17.6
E01001575,27,599,27
E01001576,32.1,658,32.1
E01001577,36.6,737,36.6
E01001578,28.7,809,28.7
E01001579,29.2,637,29.2
E01001709,40.9,494,40.9
E01001711,40,612,40
E01001712,39.9,935,39.9
E01033731,46.2,559,46.2
E01033734,37.1,579,37.1
E01033735,46.7,555,46.7
E01033736,39.5,608,39.5
E01033737,37.2,602,37.2
E01001705,31.4,760,31.4
E01001706,23.8,479,23.8
E01001708,31.1,640,31.1
E01001710,36.2,685,36.2
E01001713,32.5,636,32.5
E01001672,18.3,630,18.3
E01001673,37.1,685,37.1
E01001674,26.1,671,26.1
E01001675,23.7,629,23.7
E01001677,28.3,668,28.3
E01001631,34.3,793,34.3
E01001632,21.9,635,21.9
E01001635,28.2,618,28.2
E01001636,32.4,593,32.4
E01033742,31,581,31
E01033744,26.2,646,26.2
E01001571,25.5,615,25.5
E01001572,24.8,628,24.8
E01001573,19.7,513,19.7
E01001574,39.5,768,39.5
E01001629,31.2,852,31.2
E01001633,36.8,652,36.8
E01001634,32.5,667,32.5
E01001637,40.7,706,40.7
E01001695,39.1,654,39.1
E01001696,33.2,506,33.2
E01001697,29.1,770,29.1
E01001700,29.4,703,29.4
E01001703,36.8,753,36.8
E01001704,28.5,615,28.5
E01001588,36.3,659,36.3
E01001589,28.7,616,28.7
E01001591,36.7,839,36.7
E01001595,21.9,693,21.9
E01001590,29,701,29
E01001592,32.4,740,32.4
E01001593,31,728,31
E01001594,29.8,763,29.8
E01001698,33.4,682,33.4
E01001699,34.4,602,34.4
E01001701,36,598,36
E01001702,14.9,475,14.9
E01001581,46.3,838,46.3
E01001585,28.2,628,28.2
E01001586,41,683,41
E01001587,41.9,921,41.9
E01001678,24.8,628,24.8
E01001683,28.8,565,28.8
E01001684,25.8,561,25.8
E01001685,31.8,610,31.8
E01001646,32.7,1179,32.7
E01001650,21.1,615,21.1
E01001651,39.8,761,39.8
E01001652,37.2,681,37.2
E01001679,26,520,26
E01001680,24.4,618,24.4
E01001681,31.4,488,31.4
E01001682,29.9,565,29.9
E01001686,37.7,767,37.7
E01001580,39.7,833,39.7
E01001582,36.7,641,36.7
E01001583,42.7,818,42.7
E01001584,40.7,713,40.7
E01001645,32.5,714,32.5
E01001647,28.4,573,28.4
E01001648,34.2,729,34.2
E01001649,25.7,569,25.7
E01001605,16.8,571,16.8
E01001606,21,618,21
E01001610,29.8,707,29.8
E01001611,35.5,741,35.5
E01001620,17.2,505,17.2
E01001621,34.2,611,34.2
E01001623,24.1,664,24.1
E01001624,27.6,631,27.6
E01001625,25.4,587,25.4
E01001604,26.8,568,26.8
E01001607,27,604,27
E01001608,33.1,592,33.1
E01001609,43.6,738,43.6
E01001613,44.3,775,44.3
E01001614,17.5,530,17.5
E01001615,45.8,756,45.8
E01001617,38.5,738,38.5
E01001653,27.5,610,27.5
E01001654,30.7,603,30.7
E01001655,34.2,637,34.2
E01001660,24.6,586,24.6
E01001661,24.1,588,24.1
E01001618,28.9,648,28.9
E01001619,31.2,818,31.2
E01033729,35.8,802,35.8
E01001597,29.8,607,29.8
E01001598,24.8,606,24.8
E01001602,29.1,718,29.1
E01001603,43.2,768,43.2
E01001596,20.1,597,20.1
E01001599,21.6,615,21.6
E01001600,32.4,663,32.4
E01001601,31.1,601,31.1
E01001669,27.7,689,27.7
E01001671,36.3,675,36.3
E01001676,26.6,646,26.6
E01032567,23.3,589,23.3
E01001656,35.9,582,35.9
E01001657,36.9,686,36.9
E01001658,39.7,723,39.7
E01001659,25.1,529,25.1
E01033726,20,818,20
E01001640,28.8,881,28.8
E01033727,35.2,802,35.2
E01033728,40.2,641,40.2
E01033730,44,653,44
E01001666,31.2,557,31.2
E01001667,41.2,707,41.2
E01001668,37.6,1049,37.6
E01033732,30.3,472,30.3
E01033733,29.9,548,29.9
E01001662,26.4,715,26.4
E01001664,37.1,854,37.1
E01001665,31.7,788,31.7
E01033738,35.8,519,35.8
E01001638,35.4,806,35.4
E01001641,37.4,779,37.4
E01001642,31.2,791,31.2
E01001644,34.6,1022,34.6
E01033746,38.9,715,38.9
E01002112,21.5,697,21.5
E01002114,43,986,43
E01002225,24.9,623,24.9
E01002226,35,1003,35
E01002113,28,599,28
E01002115,16.1,509,16.1
E01002116,29.4,680,29.4
E01002117,19.4,675,19.4
E01002118,28.6,675,28.6
E01002227,26.2,611,26.2
E01002228,17.3,710,17.3
E01002229,35.1,770,35.1
E01002230,17.9,637,17.9
E01002144,23.8,580,23.8
E01002146,18.7,519,18.7
E01002147,21.5,502,21.5
E01002149,13.2,479,13.2
E01002140,21.6,607,21.6
E01002141,28.5,680,28.5
E01002142,21.3,635,21.3
E01002143,17.4,529,17.4
E01002145,32.8,631,32.8
E01002139,24.1,498,24.1
E01002148,14.9,491,14.9
E01002150,37.1,839,37.1
E01002151,27.3,524,27.3
E01002152,25.1,638,25.1
E01002119,19.2,568,19.2
E01002120,30.1,488,30.1
E01002121,15.6,546,15.6
E01002122,24.1,582,24.1
E01002123,18.4,527,18.4
E01002106,15.1,651,15.1
E01002108,10.4,559,10.4
E01002109,20.2,654,20.2
E01002110,10.9,542,10.9
E01002111,16.7,681,16.7
E01002185,24.6,585,24.6
E01002186,41.3,794,41.3
E01002187,29,761,29
E01002190,18.7,625,18.7
E01002124,12.2,492,12.2
E01002125,14.6,512,14.6
E01002198,10.2,499,10.2
E01002200,13.3,505,13.3
E01002203,12.6,524,12.6
E01002232,25.5,709,25.5
E01002233,27.9,754,27.9
E01002234,19.2,548,19.2
E01002235,24.1,610,24.1
E01002236,20.8,582,20.8
E01002107,16.2,575,16.2
E01002197,19,420,19
E01002199,15.4,467,15.4
E01002201,12.6,508,12.6
E01002202,21.3,712,21.3
E01002179,21.8,795,21.8
E01002180,27.7,783,27.7
E01002183,21.3,682,21.3
E01002184,22.7,677,22.7
E01002231,23,679,23
E01002154,20.6,728,20.6
E01002156,12.4,501,12.4
E01002162,24.3,687,24.3
E01002163,15.6,537,15.6
E01002188,21.9,638,21.9
E01002189,32.2,714,32.2
E01002192,29.5,638,29.5
E01002193,29.3,740,29.3
E01002165,16.3,528,16.3
E01002166,13.4,484,13.4
E01002167,15.5,477,15.5
E01002168,23.7,511,23.7
E01002169,18.6,531,18.6
E01002153,19.6,616,19.6
E01002155,26.1,641,26.1
E01002157,20.2,593,20.2
E01002158,15.1,491,15.1
E01002128,29.6,784,29.6
E01002130,25.3,884,25.3
E01002181,24.5,682,24.5
E01002182,21.3,689,21.3
E01002159,23.8,685,23.8
E01002160,23.6,704,23.6
E01002161,24.9,728,24.9
E01002164,26.4,683,26.4
E01002191,16.5,667,16.5
E01002194,19.5,657,19.5
E01002195,20.8,610,20.8
E01002196,16.1,616,16.1
E01002126,33,1203,33
E01002127,22.9,628,22.9
E01002129,34.2,889,34.2
E01002131,24.9,586,24.9
E01002237,30.2,648,30.2
E01002238,17.8,596,17.8
E01002240,26.9,655,26.9
E01002242,14.2,613,14.2
E01002208,16.1,483,16.1
E01002209,15.6,546,15.6
E01002239,22.4,635,22.4
E01002241,19.4,536,19.4
E01002133,39.1,896,39.1
E01002136,22.4,638,22.4
E01002138,17.9,509,17.9
E01002213,28.3,1116,28.3
E01002211,15.1,477,15.1
E01002212,25.5,647,25.5
E01002216,13.6,513,13.6
E01002217,27.4,552,27.4
E01002132,29.7,828,29.7
E01002134,31.7,603,31.7
E01002135,27.5,657,27.5
E01002137,36.3,468,36.3
E01002218,28.2,606,28.2
E01002219,23.1,605,23.1
E01002221,20.7,511,20.7
E01002222,14.8,488,14.8
E01002214,20.9,612,20.9
E01002215,29.6,595,29.6
E01002220,13.8,493,13.8
E01002223,14.7,591,14.7
E01002224,15.9,497,15.9
E01002204,24.8,634,24.8
E01002206,18.2,457,18.2
E01002207,14.3,524,14.3
E01002210,13.5,504,13.5
E01032576,12.7,520,12.7
E01002170,15.7,408,15.7
E01002171,14.4,534,14.4
E01002172,13,493,13
E01002173,14.6,529,14.6
E01002174,14.1,483,14.1
E01002175,14,406,14
E01002176,12.7,535,12.7
E01002177,14.8,452,14.8
E01002178,11.8,502,11.8
E01002276,25.9,694,25.9
E01002278,31.1,631,31.1
E01002312,38,642,38
E01002313,34.3,630,34.3
E01002277,30.4,608,30.4
E01002279,30.8,634,30.8
E01002281,43.3,756,43.3
E01002283,31.3,594,31.3
E01002299,28.6,664,28.6
E01002301,23.6,627,23.6
E01002303,28.7,823,28.7
E01002304,25,524,25
E01002306,26.6,625,26.6
E01002307,25.6,636,25.6
E01002280,36.1,621,36.1
E01002282,39.7,668,39.7
E01002284,32.7,765,32.7
E01002297,43.3,670,43.3
E01002314,27.9,623,27.9
E01002316,47.3,740,47.3
E01002302,20.9,598,20.9
E01002305,25.3,608,25.3
E01002308,31.9,670,31.9
E01002326,30.3,627,30.3
E01002331,24,596,24
E01002309,31,651,31
E01002310,36.4,712,36.4
E01002311,27.8,668,27.8
E01002315,30.8,633,30.8
E01002293,43.8,801,43.8
E01002294,27,626,27
E01002296,27.1,691,27.1
E01002298,28.3,654,28.3
E01002300,30.2,715,30.2
E01002333,23.1,516,23.1
E01002334,23.3,674,23.3
E01002336,24.8,612,24.8
E01002339,20.3,602,20.3
E01002341,20.8,557,20.8
E01002327,26.6,595,26.6
E01002328,21,642,21
E01002332,29.1,683,29.1
E01002335,26.2,592,26.2
E01002338,25.2,523,25.2
E01002340,21.2,509,21.2
E01002268,23.7,519,23.7
E01002269,20.9,678,20.9
E01002295,31.3,670,31.3
E01002377,33.5,711,33.5
E01002378,19,604,19
E01002383,27.2,659,27.2
E01002244,35,749,35
E01002245,31.1,630,31.1
E01002325,30.5,755,30.5
E01002329,25.2,643,25.2
E01002330,30.5,737,30.5
E01002337,27.7,512,27.7
E01002354,27.3,561,27.3
E01002376,13.5,520,13.5
E01002379,34.6,659,34.6
E01002380,40.3,1036,40.3
E01002381,28.4,645,28.4
E01002243,38.7,847,38.7
E01002353,29.9,832,29.9
E01002356,42.1,1037,42.1
E01032741,58.4,663,58.4
E01032742,45,644,45
E01002272,25,536,25
E01002274,30.1,692,30.1
E01002317,16.4,544,16.4
E01002318,19.9,614,19.9
E01002355,20.4,574,20.4
E01002382,31.2,765,31.2
E01002270,30.1,634,30.1
E01002271,14.2,515,14.2
E01002273,16.1,490,16.1
E01002275,20.5,517,20.5
E01002319,32.2,652,32.2
E01002350,43.3,711,43.3
E01002351,27.1,653,27.1
E01002352,38.1,722,38.1
E01002358,34.8,791,34.8
E01002246,25.7,637,25.7
E01002247,26.5,729,26.5
E01002248,28.5,592,28.5
E01002249,26.8,746,26.8
E01002250,30.2,642,30.2
E01002251,24.1,526,24.1
E01002252,25.9,617,25.9
E01002256,25.6,620,25.6
E01002258,40,797,40
E01002259,28.3,612,28.3
E01002391,26.5,608,26.5
E01002253,22.6,615,22.6
E01002254,22.6,636,22.6
E01002257,26.4,651,26.4
E01002384,29.3,644,29.3
E01002359,27.6,515,27.6
E01002360,47,742,47
E01002361,39.2,822,39.2
E01002363,32.4,686,32.4
E01002367,29.6,658,29.6
E01002320,19.7,537,19.7
E01002321,24.4,635,24.4
E01002322,23.4,731,23.4
E01002323,20.7,627,20.7
E01002324,35.1,650,35.1
E01002255,25.4,630,25.4
E01002289,25.8,621,25.8
E01002292,28.4,637,28.4
E01002362,26.5,616,26.5
E01002386,38.5,871,38.5
E01002287,21.4,602,21.4
E01002291,39,775,39
E01002364,21.4,542,21.4
E01002365,30.6,552,30.6
E01002366,23.1,568,23.1
E01002385,22.1,601,22.1
E01002387,19.6,607,19.6
E01002388,17.6,608,17.6
E01002389,23.4,623,23.4
E01002390,16,531,16
E01002265,30.3,638,30.3
E01002285,26.9,520,26.9
E01002286,16.4,614,16.4
E01002288,15.3,554,15.3
E01002290,28.4,641,28.4
E01002260,18.9,566,18.9
E01002261,25.3,645,25.3
E01002262,26.4,625,26.4
E01002263,20.5,609,20.5
E01002264,41.5,710,41.5
E01002266,29,600,29
E01002267,31.6,734,31.6
E01002372,21.7,603,21.7
E01002373,24.8,628,24.8
E01002374,27.5,604,27.5
E01002368,39.4,696,39.4
E01002369,26.2,730,26.2
E01002370,36.4,846,36.4
E01002371,23.2,643,23.2
E01002375,29.1,688,29.1
E01002343,21.4,636,21.4
E01002344,30.1,638,30.1
E01002348,25.9,642,25.9
E01002349,26.5,608,26.5
E01002342,29.9,632,29.9
E01002345,36,756,36
E01002346,20.5,557,20.5
E01002347,21.7,526,21.7
E01002473,30,636,30
E01002475,37.3,692,37.3
E01002476,23.4,611,23.4
E01002477,35.6,559,35.6
E01002482,19.6,617,19.6
E01002472,44.7,771,44.7
E01002474,33.9,643,33.9
E01002478,31.1,666,31.1
E01002483,28.7,714,28.7
E01002484,31.6,585,31.6
E01002485,36,762,36
E01002438,20.6,480,20.6
E01002439,28.3,608,28.3
E01002440,30.9,618,30.9
E01002441,35.4,667,35.4
E01002442,31.7,635,31.7
E01002433,32.9,782,32.9
E01002436,27.7,658,27.7
E01002479,24.5,628,24.5
E01002480,23.8,713,23.8
E01002481,28.8,659,28.8
E01002533,26.8,589,26.8
E01002534,30.6,607,30.6
E01002538,39.1,746,39.1
E01002539,25,619,25
E01002418,24.6,658,24.6
E01002419,23.7,611,23.7
E01002431,15.7,489,15.7
E01002432,26.8,635,26.8
E01002437,25.2,608,25.2
E01002430,13.9,524,13.9
E01002434,17.7,504,17.7
E01002435,19.3,535,19.3
E01002470,29.8,702,29.8
E01002535,34.4,828,34.4
E01002416,15.3,593,15.3
E01002417,27.1,638,27.1
E01002420,30.8,662,30.8
